"","X","all.locus.prob","all.locus.y","names.genes","all.trait","locus.chrm","locus.start","locus.end","locus.name"
"8638",8638,0.248124703764915,0,"ZMAT5","ebmd","chr22",27959666,30889994,"L1679|L1680|L1681|L1682|L1683|L1684|L1685|L1686|L1687|L1688|L1689|L1690|L1691|L1692|L1693"
"8639",8639,0.432085663080215,0,"ZMIZ1","ebmd","chr10",80889134,81389135,"L972"
"8640",8640,0.0619235783815384,0,"ZMYND10","ebmd","chr3",49869146,53381949,"L301|L302|L303|L304|L305|L306|L307|L308|L309|L310|L311|L312|L313|L314"
"8641",8641,0.342784970998764,0,"ZMYND8","ebmd","chr20",45325647,45974701,"L1653|L1654"
"8642",8642,0.448182761669159,0,"ZNF10","ebmd","chr12",133511604,134011605,"L1239"
"8643",8643,0.346324890851974,0,"ZNF12","ebmd","chr7",6287913,6787914,"L675"
"8644",8644,0.558264434337616,0,"ZNF132","ebmd","chr19",58758213,59258214,"L1609"
"8645",8645,0.448182761669159,0,"ZNF140","ebmd","chr12",133511604,134011605,"L1239"
"8646",8646,0.217851206660271,0,"ZNF141","ebmd","chr4",1,1652108,"L357|L358|L359|L360|L361|L362|L363|L364|L365"
"8647",8647,0.493957191705704,0,"ZNF155","ebmd","chr19",44088840,44588841,"L1600"
"8648",8648,0.107885636389256,0,"ZNF165","ebmd","chr6",24645090,28358690,"L521|L522|L523|L524|L525|L526|L527|L528|L529|L530|L531|L532|L533|L534|L535|L536"
"8649",8649,0.636985599994659,0,"ZNF17","ebmd","chr19",57549618,58049619,"L1608"
"8650",8650,0.56612765789032,0,"ZNF175","ebmd","chr19",52063868,52563869,"L1606"
"8651",8651,0.807134211063385,0,"ZNF184","ebmd","chr6",24645090,28358690,"L521|L522|L523|L524|L525|L526|L527|L528|L529|L530|L531|L532|L533|L534|L535|L536"
"8652",8652,0.516823291778564,0,"ZNF212","ebmd","chr7",148727743,149227744,"L774"
"8653",8653,0.562772750854492,0,"ZNF221","ebmd","chr19",44088840,44588841,"L1600"
"8654",8654,0.544162511825562,0,"ZNF222","ebmd","chr19",44088840,44588841,"L1600"
"8655",8655,0.611274600028992,0,"ZNF223","ebmd","chr19",44088840,44588841,"L1600"
"8656",8656,0.544162511825562,0,"ZNF230","ebmd","chr19",44088840,44588841,"L1600"
"8657",8657,0.884392857551575,0,"ZNF236","ebmd","chr18",74387067,74887068,"L1569"
"8658",8658,0.62107914686203,0,"ZNF239","ebmd","chr10",43761148,44617156,"L947|L948"
"8659",8659,0.596326112747192,0,"ZNF24","ebmd","chr18",32546304,33402622,"L1550|L1551"
"8660",8660,0.448182761669159,0,"ZNF26","ebmd","chr12",133511604,134011605,"L1239"
"8661",8661,0.551368296146393,0,"ZNF264","ebmd","chr19",57549618,58049619,"L1608"
"8662",8662,0.448182761669159,0,"ZNF268","ebmd","chr12",133511604,134011605,"L1239"
"8663",8663,0.364521563053131,0,"ZNF282","ebmd","chr7",148727743,149227744,"L774"
"8664",8664,0.880693316459656,0,"ZNF283","ebmd","chr19",44088840,44588841,"L1600"
"8665",8665,0.596093237400055,0,"ZNF284","ebmd","chr19",44088840,44588841,"L1600"
"8666",8666,0.650665760040283,0,"ZNF304","ebmd","chr19",57549618,58049619,"L1608"
"8667",8667,0.61719286441803,0,"ZNF316","ebmd","chr7",6287913,6787914,"L675"
"8668",8668,0.167235195636749,0,"ZNF318","ebmd","chr6",43052285,46114506,"L563|L564|L565|L566|L567|L568|L569|L570|L571|L572|L573|L574|L575|L576"
"8669",8669,0.621363818645477,0,"ZNF32","ebmd","chr10",43761148,44617156,"L947|L948"
"8670",8670,0.106913961470127,0,"ZNF322","ebmd","chr6",24645090,28358690,"L521|L522|L523|L524|L525|L526|L527|L528|L529|L530|L531|L532|L533|L534|L535|L536"
"8671",8671,0.612519681453705,0,"ZNF324","ebmd","chr19",58758213,59258214,"L1609"
"8672",8672,0.544444441795349,0,"ZNF324B","ebmd","chr19",58758213,59258214,"L1609"
"8673",8673,0.41498589515686,0,"ZNF335","ebmd","chr20",44381296,44881297,"L1652"
"8674",8674,0.0754411295056343,0,"ZNF341","ebmd","chr20",31773286,34289125,"L1636|L1637|L1638|L1639|L1640|L1641|L1642|L1643"
"8675",8675,0.58862566947937,0,"ZNF350","ebmd","chr19",52063868,52563869,"L1606"
"8676",8676,0.50944197177887,0,"ZNF366","ebmd","chr5",71108495,71995413,"L452|L453"
"8677",8677,0.265563994646072,0,"ZNF384","ebmd","chr12",6470795,6970796,"L1152"
"8678",8678,0.13354617357254,0,"ZNF385C","ebmd","chr17",39663771,40904525,"L1473|L1474|L1475|L1476"
"8679",8679,0.483365446329117,0,"ZNF391","ebmd","chr6",24645090,28358690,"L521|L522|L523|L524|L525|L526|L527|L528|L529|L530|L531|L532|L533|L534|L535|L536"
"8680",8680,0.533859252929688,0,"ZNF396","ebmd","chr18",32546304,33402622,"L1550|L1551"
"8681",8681,0.598119378089905,0,"ZNF397","ebmd","chr18",32546304,33402622,"L1550|L1551"
"8682",8682,0.364521563053131,0,"ZNF398","ebmd","chr7",148727743,149227744,"L774"
"8683",8683,0.36020103096962,0,"ZNF404","ebmd","chr19",44088840,44588841,"L1600"
"8684",8684,0.265521168708801,0,"ZNF408","ebmd","chr11",45700428,51019126,"L1027|L1028|L1029|L1030|L1031|L1032|L1033|L1034|L1035|L1036|L1037|L1038|L1039|L1040|L1041|L1042|L1043|L1044|L1045|L1046|L1047|L1048|L1049|L1050|L1051|L1052|L1053"
"8685",8685,0.627705097198486,0,"ZNF419","ebmd","chr19",57549618,58049619,"L1608"
"8686",8686,0.895037114620209,0,"ZNF423","ebmd","chr16",49627939,50149845,"L1394"
"8687",8687,0.364521563053131,0,"ZNF425","ebmd","chr7",148727743,149227744,"L774"
"8688",8688,0.519732236862183,0,"ZNF428","ebmd","chr19",44088840,44588841,"L1600"
"8689",8689,0.746906995773315,0,"ZNF438","ebmd","chr10",30804186,31614953,"L943|L944|L945"
"8690",8690,0.618413627147675,0,"ZNF446","ebmd","chr19",58758213,59258214,"L1609"
"8691",8691,0.409646391868591,0,"ZNF45","ebmd","chr19",44088840,44588841,"L1600"
"8692",8692,0.084583006799221,0,"ZNF451","ebmd","chr6",53367730,57446249,"L577|L578|L579|L580|L581|L582|L583|L584|L585|L586|L587|L588|L589|L590|L591|L592|L593|L594"
"8693",8693,0.796731650829315,0,"ZNF460","ebmd","chr19",57549618,58049619,"L1608"
"8694",8694,0.760108470916748,0,"ZNF462","ebmd","chr9",109219083,109719084,"L898"
"8695",8695,0.700192451477051,0,"ZNF470","ebmd","chr19",56787103,57287104,"L1607"
"8696",8696,0.83540666103363,0,"ZNF471","ebmd","chr19",56787103,57287104,"L1607"
"8697",8697,0.263563364744186,0,"ZNF48","ebmd","chr16",30384300,31198398,"L1392|L1393"
"8698",8698,0.637120246887207,0,"ZNF485","ebmd","chr10",43761148,44617156,"L947|L948"
"8699",8699,0.507876038551331,0,"ZNF487","ebmd","chr10",43761148,44617156,"L947|L948"
"8700",8700,0.558264434337616,0,"ZNF497","ebmd","chr19",58758213,59258214,"L1609"
"8701",8701,0.05285270139575,0,"ZNF507","ebmd","chr19",32774212,34023105,"L1591|L1592|L1593|L1594|L1595"
"8702",8702,0.494852393865585,0,"ZNF512B","ebmd","chr20",62218531,62718532,"L1656"
"8703",8703,0.386872887611389,0,"ZNF519","ebmd","chr18",13429027,14219690,"L1546|L1547|L1548"
"8704",8704,0.677029848098755,0,"ZNF543","ebmd","chr19",57549618,58049619,"L1608"
"8705",8705,0.533077836036682,0,"ZNF544","ebmd","chr19",58758213,59258214,"L1609"
"8706",8706,0.644398868083954,0,"ZNF547","ebmd","chr19",57549618,58049619,"L1608"
"8707",8707,0.636985599994659,0,"ZNF548","ebmd","chr19",57549618,58049619,"L1608"
"8708",8708,0.471638321876526,0,"ZNF576","ebmd","chr19",44088840,44588841,"L1600"
"8709",8709,0.655080795288086,0,"ZNF577","ebmd","chr19",52063868,52563869,"L1606"
"8710",8710,0.751496016979218,0,"ZNF582","ebmd","chr19",56787103,57287104,"L1607"
"8711",8711,0.673609375953674,0,"ZNF583","ebmd","chr19",56787103,57287104,"L1607"
"8712",8712,0.609460830688477,0,"ZNF584","ebmd","chr19",58758213,59258214,"L1609"
"8713",8713,0.112911365926266,0,"ZNF589","ebmd","chr3",45712752,49665302,"L288|L289|L290|L291|L292|L293|L294|L295|L296|L297|L298|L299"
"8714",8714,0.255478531122208,0,"ZNF592","ebmd","chr15",85269602,86322657,"L1362|L1363|L1364"
"8715",8715,0.293569177389145,0,"ZNF593","ebmd","chr1",26239633,27608291,"L26|L27|L28|L29"
"8716",8716,0.0416657738387585,0,"ZNF595","ebmd","chr4",1,1652108,"L357|L358|L359|L360|L361|L362|L363|L364|L365"
"8717",8717,0.448182761669159,0,"ZNF605","ebmd","chr12",133511604,134011605,"L1239"
"8718",8718,0.58862566947937,0,"ZNF613","ebmd","chr19",52063868,52563869,"L1606"
"8719",8719,0.677069902420044,0,"ZNF614","ebmd","chr19",52063868,52563869,"L1606"
"8720",8720,0.677069902420044,0,"ZNF615","ebmd","chr19",52063868,52563869,"L1606"
"8721",8721,0.342697471380234,0,"ZNF629","ebmd","chr16",30384300,31198398,"L1392|L1393"
"8722",8722,0.373875200748444,0,"ZNF638","ebmd","chr2",71284617,72580335,"L174|L175|L176"
"8723",8723,0.342697471380234,0,"ZNF646","ebmd","chr16",30384300,31198398,"L1392|L1393"
"8724",8724,0.677069902420044,0,"ZNF649","ebmd","chr19",52063868,52563869,"L1606"
"8725",8725,0.305881500244141,0,"ZNF664","ebmd","chr12",124150261,124917708,"L1234|L1235|L1236"
"8726",8726,0.672101259231567,0,"ZNF667","ebmd","chr19",56787103,57287104,"L1607"
"8727",8727,0.342697471380234,0,"ZNF668","ebmd","chr16",30384300,31198398,"L1392|L1393"
"8728",8728,0.747613251209259,0,"ZNF678","ebmd","chr1",226825402,228213125,"L118|L119|L120|L121"
"8729",8729,0.144652262330055,0,"ZNF683","ebmd","chr1",26239633,27608291,"L26|L27|L28|L29"
"8730",8730,0.392396509647369,0,"ZNF688","ebmd","chr16",30384300,31198398,"L1392|L1393"
"8731",8731,0.824442565441132,0,"ZNF689","ebmd","chr16",30384300,31198398,"L1392|L1393"
"8732",8732,0.618874311447144,0,"ZNF704","ebmd","chr8",81201995,82071792,"L817|L818|L819"
"8733",8733,0.265841037034988,0,"ZNF705D","ebmd","chr8",7852206,12078201,"L781|L782|L783|L784|L785|L786|L787|L788|L789|L790|L791|L792|L793|L794"
"8734",8734,0.687520384788513,0,"ZNF71","ebmd","chr19",56787103,57287104,"L1607"
"8735",8735,0.0878042057156563,0,"ZNF718","ebmd","chr4",1,1652108,"L357|L358|L359|L360|L361|L362|L363|L364|L365"
"8736",8736,0.436285138130188,0,"ZNF721","ebmd","chr4",1,1652108,"L357|L358|L359|L360|L361|L362|L363|L364|L365"
"8737",8737,0.0313718281686306,0,"ZNF732","ebmd","chr4",1,1652108,"L357|L358|L359|L360|L361|L362|L363|L364|L365"
"8738",8738,0.190533980727196,0,"ZNF740","ebmd","chr12",53478369,54645083,"L1189|L1190|L1191"
"8739",8739,0.364521563053131,0,"ZNF746","ebmd","chr7",148727743,149227744,"L774"
"8740",8740,0.364263206720352,0,"ZNF747","ebmd","chr16",30384300,31198398,"L1392|L1393"
"8741",8741,0.627705097198486,0,"ZNF749","ebmd","chr19",57549618,58049619,"L1608"
"8742",8742,0.146396204829216,0,"ZNF76","ebmd","chr6",33915308,35885519,"L556|L557|L558|L559|L560|L561"
"8743",8743,0.347022444009781,0,"ZNF764","ebmd","chr16",30384300,31198398,"L1392|L1393"
"8744",8744,0.364263206720352,0,"ZNF768","ebmd","chr16",30384300,31198398,"L1392|L1393"
"8745",8745,0.263563364744186,0,"ZNF771","ebmd","chr16",30384300,31198398,"L1392|L1393"
"8746",8746,0.627705097198486,0,"ZNF772","ebmd","chr19",57549618,58049619,"L1608"
"8747",8747,0.618621349334717,0,"ZNF773","ebmd","chr19",57549618,58049619,"L1608"
"8748",8748,0.364521563053131,0,"ZNF777","ebmd","chr7",148727743,149227744,"L774"
"8749",8749,0.364521563053131,0,"ZNF783","ebmd","chr7",148727743,149227744,"L774"
"8750",8750,0.41484659910202,0,"ZNF785","ebmd","chr16",30384300,31198398,"L1392|L1393"
"8751",8751,0.364521563053131,0,"ZNF786","ebmd","chr7",148727743,149227744,"L774"
"8752",8752,0.37826544046402,0,"ZNF79","ebmd","chr9",130070283,130826076,"L918|L919"
"8753",8753,0.533077836036682,0,"ZNF8","ebmd","chr19",58758213,59258214,"L1609"
"8754",8754,0.774177372455597,0,"ZNF800","ebmd","chr7",126425042,127725214,"L765|L766|L767"
"8755",8755,0.609492361545563,0,"ZNF805","ebmd","chr19",57549618,58049619,"L1608"
"8756",8756,0.944436848163605,0,"ZNF827","ebmd","chr4",145348315,147094105,"L413|L414|L415|L416|L417"
"8757",8757,0.68711793422699,0,"ZNF835","ebmd","chr19",56787103,57287104,"L1607"
"8758",8758,0.558264434337616,0,"ZNF837","ebmd","chr19",58758213,59258214,"L1609"
"8759",8759,0.448182761669159,0,"ZNF84","ebmd","chr12",133511604,134011605,"L1239"
"8760",8760,0.575932919979095,0,"ZNF853","ebmd","chr7",6287913,6787914,"L675"
"8761",8761,0.448182761669159,0,"ZNF891","ebmd","chr12",133511604,134011605,"L1239"
"8762",8762,0.681979060173035,0,"ZNRF3","ebmd","chr22",27959666,30889994,"L1679|L1680|L1681|L1682|L1683|L1684|L1685|L1686|L1687|L1688|L1689|L1690|L1691|L1692|L1693"
"8763",8763,0.536660313606262,0,"ZRANB1","ebmd","chr10",126234555,126734556,"L995"
"8764",8764,0.240192279219627,0,"ZSCAN12","ebmd","chr6",24645090,28358690,"L521|L522|L523|L524|L525|L526|L527|L528|L529|L530|L531|L532|L533|L534|L535|L536"
"8765",8765,0.107885636389256,0,"ZSCAN16","ebmd","chr6",24645090,28358690,"L521|L522|L523|L524|L525|L526|L527|L528|L529|L530|L531|L532|L533|L534|L535|L536"
"8766",8766,0.609460830688477,0,"ZSCAN22","ebmd","chr19",58758213,59258214,"L1609"
"8767",8767,0.176197156310081,0,"ZSCAN26","ebmd","chr6",24645090,28358690,"L521|L522|L523|L524|L525|L526|L527|L528|L529|L530|L531|L532|L533|L534|L535|L536"
"8768",8768,0.449016273021698,0,"ZSCAN30","ebmd","chr18",32546304,33402622,"L1550|L1551"
"8769",8769,0.324372321367264,0,"ZSCAN31","ebmd","chr6",24645090,28358690,"L521|L522|L523|L524|L525|L526|L527|L528|L529|L530|L531|L532|L533|L534|L535|L536"
"8770",8770,0.788755297660828,0,"ZSCAN5A","ebmd","chr19",56787103,57287104,"L1607"
"8771",8771,0.135677307844162,0,"ZSCAN9","ebmd","chr6",24645090,28358690,"L521|L522|L523|L524|L525|L526|L527|L528|L529|L530|L531|L532|L533|L534|L535|L536"
"8772",8772,0.464643985033035,0,"ZSWIM1","ebmd","chr20",44381296,44881297,"L1652"
"8773",8773,0.388946622610092,0,"ZSWIM2","ebmd","chr2",187658848,188434805,"L224|L225"
"8774",8774,0.357984513044357,0,"ZSWIM3","ebmd","chr20",44381296,44881297,"L1652"
"8775",8775,0.822111368179321,0,"ZXDC","ebmd","chr3",125954213,126454214,"L337"
"8776",8776,0.893378913402557,0,"ZZEF1","ebmd","chr17",3731148,4231149,"L1450"
"8777",8777,0.905327975749969,0,"A1CF","glucose","chr10",52387925,52887926,"L78"
"8778",8778,0.460860162973404,0,"AARD","glucose","chr8",117935025,118435026,"L68"
"8779",8779,0.68088698387146,0,"ABCB10","glucose","chr1",229422955,229922956,"L7"
"8780",8780,0.440023511648178,0,"ABCG5","glucose","chr2",43344483,44105151,"L11|L12"
"8781",8781,0.615026891231537,0,"ABCG8","glucose","chr2",43344483,44105151,"L11|L12"
"8782",8782,0.333339273929596,0,"ABHD1","glucose","chr2",26902874,27402875,"L8"
"8783",8783,0.606276094913483,0,"ABHD15","glucose","chr17",27525038,28025039,"L124"
"8784",8784,0.913849949836731,0,"ABO","glucose","chr9",135896597,136396598,"L74"
"8785",8785,0.730163335800171,0,"AC022414.1","glucose","chr5",76185004,76685005,"L40"
"8786",8786,0.508316695690155,0,"AC079594.2","glucose","chr3",159799456,160607291,"L28|L29"
"8787",8787,0.881441473960876,0,"ACSL1","glucose","chr4",185476914,185976915,"L37"
"8788",8788,0.624033033847809,0,"ACTA1","glucose","chr1",229422955,229922956,"L7"
"8789",8789,0.527603328227997,0,"ACTL10","glucose","chr20",32185978,32685979,"L134"
"8790",8790,0.524675250053406,0,"ACTL7A","glucose","chr9",111534972,112034973,"L73"
"8791",8791,0.524675250053406,0,"ACTL7B","glucose","chr9",111534972,112034973,"L73"
"8792",8792,0.628980278968811,0,"ACTRT2","glucose","chr1",2857547,3357548,"L1"
"8793",8793,0.720321476459503,0,"ACVR1","glucose","chr2",158264510,158764511,"L14"
"8794",8794,0.762080252170563,0,"ACVR1C","glucose","chr2",158264510,158764511,"L14"
"8795",8795,0.403058409690857,0,"ADAMTS13","glucose","chr9",135896597,136396598,"L74"
"8796",8796,0.601349890232086,0,"ADAP2","glucose","chr17",29123965,29623966,"L125"
"8797",8797,0.903729975223541,0,"ADCY5","glucose","chr3",122815778,123315779,"L24"
"8798",8798,0.564480066299438,0,"ADGRG7","glucose","chr3",99970307,100470308,"L22"
"8799",8799,0.483227878808975,0,"ADRA2A","glucose","chr10",112474573,113937664,"L80|L81|L82|L83"
"8800",8800,0.651773810386658,0,"ADRB2","glucose","chr5",147872527,148372528,"L42"
"8801",8801,0.305617839097977,0,"AGBL5","glucose","chr2",26902874,27402875,"L8"
"8802",8802,0.630663633346558,0,"AGGF1","glucose","chr5",76185004,76685005,"L40"
"8803",8803,0.621004581451416,0,"AMZ2","glucose","chr17",66203305,66703306,"L131"
"8804",8804,0.614481449127197,0,"ANKRD13B","glucose","chr17",27525038,28025039,"L124"
"8805",8805,0.524534523487091,0,"ANKRD18B","glucose","chr9",33134569,33634570,"L72"
"8806",8806,0.456759721040726,0,"APCDD1L","glucose","chr20",57032381,57706496,"L137|L138"
"8807",8807,0.551191210746765,0,"AQP3","glucose","chr9",33134569,33634570,"L72"
"8808",8808,0.547281920909882,0,"AQP7","glucose","chr9",33134569,33634570,"L72"
"8809",8809,0.824431300163269,0,"ARAP1","glucose","chr11",72205885,73060326,"L102|L103"
"8810",8810,0.187790215015411,0,"ARFGAP1","glucose","chr20",61899840,62399841,"L139"
"8811",8811,0.158918991684914,0,"ARFRP1","glucose","chr20",61899840,62399841,"L139"
"8812",8812,0.483575701713562,0,"ARHGEF17","glucose","chr11",72205885,73060326,"L102|L103"
"8813",8813,0.419818133115768,0,"ARL14","glucose","chr3",159799456,160607291,"L28|L29"
"8814",8814,0.668605148792267,0,"ARSG","glucose","chr17",66203305,66703306,"L131"
"8815",8815,0.671845614910126,0,"ASAH2B","glucose","chr10",52387925,52887926,"L78"
"8816",8816,0.473524153232574,0,"ASCC2","glucose","chr22",30055898,30848517,"L140|L141"
"8817",8817,0.366879671812057,0,"ASCL2","glucose","chr11",1931060,2431061,"L85"
"8818",8818,0.601349890232086,0,"ATAD5","glucose","chr17",29123965,29623966,"L125"
"8819",8819,0.442526429891586,0,"ATG16L2","glucose","chr11",72205885,73060326,"L102|L103"
"8820",8820,0.524534523487091,0,"B4GALT1","glucose","chr9",33134569,33634570,"L72"
"8821",8821,0.582471013069153,0,"BAG1","glucose","chr9",33134569,33634570,"L72"
"8822",8822,0.419789612293243,0,"BBIP1","glucose","chr10",112474573,113937664,"L80|L81|L82|L83"
"8823",8823,0.498891741037369,0,"BEST1","glucose","chr11",61339481,61839482,"L100"
"8824",8824,0.179053530097008,0,"BLVRA","glucose","chr7",43329597,44821629,"L54|L55|L56|L57|L58|L59"
"8825",8825,0.668589770793915,0,"BPTF","glucose","chr17",65409390,65909391,"L130"
"8826",8826,0.286060839891434,0,"C11orf21","glucose","chr11",1931060,2431061,"L85"
"8827",8827,0.37790110707283,0,"C1GALT1C1L","glucose","chr2",43344483,44105151,"L11|L12"
"8828",8828,0.532591044902802,0,"C1orf21","glucose","chr1",184422098,184922099,"L5"
"8829",8829,0.527603328227997,0,"C20orf144","glucose","chr20",32185978,32685979,"L134"
"8830",8830,0.419818133115768,0,"C3orf80","glucose","chr3",159799456,160607291,"L28|L29"
"8831",8831,0.82358580827713,0,"C5orf67","glucose","chr5",55562130,56062131,"L39"
"8832",8832,0.378049194812775,0,"CABP7","glucose","chr22",30055898,30848517,"L140|L141"
"8833",8833,0.382649153470993,0,"CACFD1","glucose","chr9",135896597,136396598,"L74"
"8834",8834,0.549043416976929,0,"CALCA","glucose","chr11",14049149,15013829,"L90|L91"
"8835",8835,0.357849836349487,0,"CARD9","glucose","chr9",138993334,139493335,"L75"
"8836",8836,0.607262253761292,0,"CASP3","glucose","chr4",185476914,185976915,"L37"
"8837",8837,0.577367961406708,0,"CASTOR1","glucose","chr22",30055898,30848517,"L140|L141"
"8838",8838,0.694935619831085,0,"CCDC157","glucose","chr22",30055898,30848517,"L140|L141"
"8839",8839,0.688107907772064,0,"CCNE2","glucose","chr8",95716531,96216532,"L67"
"8840",8840,0.398443669080734,0,"CCSAP","glucose","chr1",229422955,229922956,"L7"
"8841",8841,0.80700409412384,0,"CDC123","glucose","chr10",12057894,12557895,"L76"
"8842",8842,0.703837096691132,0,"CDC14A","glucose","chr1",100672196,101172197,"L3"
"8843",8843,0.736316025257111,0,"CDC16","glucose","chr13",114817419,115317420,"L114"
"8844",8844,0.733240902423859,0,"CDK8","glucose","chr13",26529776,27029777,"L109"
"8845",8845,0.647111237049103,0,"CDKN2A","glucose","chr9",21874744,22386441,"L71"
"8846",8846,0.761666536331177,0,"CDKN2B","glucose","chr9",21874744,22386441,"L71"
"8847",8847,0.831364870071411,0,"CDX2","glucose","chr13",28243489,28743490,"L110"
"8848",8848,0.382649153470993,1,"CEL","glucose","chr9",135896597,136396598,"L74"
"8849",8849,0.36025869846344,0,"CENPA","glucose","chr2",26902874,27402875,"L8"
"8850",8850,0.562343657016754,0,"CENPU","glucose","chr4",185476914,185976915,"L37"
"8851",8851,0.627255082130432,0,"CEP55","glucose","chr10",95139083,95639084,"L79"
"8852",8852,0.606277406215668,0,"CFAP69","glucose","chr7",89708315,90208316,"L62"
"8853",8853,0.747985243797302,0,"CFAP97D2","glucose","chr13",114817419,115317420,"L114"
"8854",8854,0.283808261156082,0,"CGREF1","glucose","chr2",26902874,27402875,"L8"
"8855",8855,0.793607413768768,0,"CHAMP1","glucose","chr13",114817419,115317420,"L114"
"8856",8856,0.500814437866211,0,"CHMP4B","glucose","chr20",32185978,32685979,"L134"
"8857",8857,0.582471013069153,0,"CHMP5","glucose","chr9",33134569,33634570,"L72"
"8858",8858,0.187970474362373,0,"CHRNA4","glucose","chr20",61899840,62399841,"L139"
"8859",8859,0.665635406970978,0,"CLDN11","glucose","chr3",169959486,170459487,"L31"
"8860",8860,0.646681904792786,0,"CLDN12","glucose","chr7",89708315,90208316,"L62"
"8861",8861,0.442148417234421,0,"COA1","glucose","chr7",43329597,44821629,"L54|L55|L56|L57|L58|L59"
"8862",8862,0.182129204273224,0,"COL20A1","glucose","chr20",61899840,62399841,"L139"
"8863",8863,0.55442225933075,0,"COPB1","glucose","chr11",14049149,15013829,"L90|L91"
"8864",8864,0.487756967544556,0,"COPS3","glucose","chr17",17091469,17591470,"L123"
"8865",8865,0.606276094913483,0,"CORO6","glucose","chr17",27525038,28025039,"L124"
"8866",8866,0.732676804065704,0,"CPB2","glucose","chr13",46296183,46796184,"L112"
"8867",8867,0.524426400661469,0,"CRHBP","glucose","chr5",76185004,76685005,"L40"
"8868",8868,0.601349890232086,0,"CRLF3","glucose","chr17",29123965,29623966,"L125"
"8869",8869,0.606276094913483,0,"CRYBA1","glucose","chr17",27525038,28025039,"L124"
"8870",8870,0.556395709514618,0,"CTNNAL1","glucose","chr9",111534972,112034973,"L73"
"8871",8871,0.607159018516541,0,"CYP2R1","glucose","chr11",14049149,15013829,"L90|L91"
"8872",8872,0.694555580615997,0,"CYTIP","glucose","chr2",158264510,158764511,"L14"
"8873",8873,0.469315320253372,0,"DAGLA","glucose","chr11",61339481,61839482,"L100"
"8874",8874,0.651436030864716,0,"DAPK2","glucose","chr15",63788340,64288341,"L117"
"8875",8875,0.631009817123413,0,"DBT","glucose","chr1",100672196,101172197,"L3"
"8876",8876,0.563011050224304,0,"DDC","glucose","chr7",50254403,51036051,"L60|L61"
"8877",8877,0.708542883396149,0,"DDX52","glucose","chr17",35849952,36349953,"L126"
"8878",8878,0.491682112216949,0,"DHTKD1","glucose","chr10",12057894,12557895,"L76"
"8879",8879,0.559596955776215,0,"DKK3","glucose","chr11",11550779,12050780,"L89"
"8880",8880,0.727928102016449,0,"DNAH8","glucose","chr6",38796794,39296795,"L45"
"8881",8881,0.572972297668457,0,"DNLZ","glucose","chr9",138993334,139493335,"L75"
"8882",8882,0.888806879520416,0,"DPY19L4","glucose","chr8",95716531,96216532,"L67"
"8883",8883,0.794742524623871,0,"DPYSL5","glucose","chr2",26902874,27402875,"L8"
"8884",8884,0.659091889858246,0,"DUSP14","glucose","chr17",35849952,36349953,"L126"
"8885",8885,0.385883033275604,0,"DYNC2LI1","glucose","chr2",43344483,44105151,"L11|L12"
"8886",8886,0.527603328227997,0,"E2F1","glucose","chr20",32185978,32685979,"L134"
"8887",8887,0.659452497959137,0,"ECHDC1","glucose","chr6",127167035,127667036,"L48"
"8888",8888,0.791528046131134,0,"EDEM3","glucose","chr1",184422098,184922099,"L5"
"8889",8889,0.515191495418549,0,"EEF1A2","glucose","chr20",61899840,62399841,"L139"
"8890",8890,0.376272529363632,0,"EIF3F","glucose","chr11",8005408,8505409,"L88"
"8891",8891,0.556395709514618,0,"ELP1","glucose","chr9",111534972,112034973,"L73"
"8892",8892,0.278678566217422,0,"EMILIN1","glucose","chr2",26902874,27402875,"L8"
"8893",8893,0.346724301576614,0,"ENTR1","glucose","chr9",138993334,139493335,"L75"
"8894",8894,0.576348423957825,0,"EPB41L4B","glucose","chr9",111534972,112034973,"L73"
"8895",8895,0.717271506786346,0,"FADS1","glucose","chr11",61339481,61839482,"L100"
"8896",8896,0.704160392284393,0,"FADS2","glucose","chr11",61339481,61839482,"L100"
"8897",8897,0.550347447395325,0,"FADS3","glucose","chr11",61339481,61839482,"L100"
"8898",8898,0.532591044902802,0,"FAM129A","glucose","chr1",184422098,184922099,"L5"
"8899",8899,0.568883895874023,0,"FAM206A","glucose","chr9",111534972,112034973,"L73"
"8900",8900,0.656179189682007,0,"FAM20A","glucose","chr17",66203305,66703306,"L131"
"8901",8901,0.89394611120224,0,"FBRSL1","glucose","chr12",132813768,133313769,"L108"
"8902",8902,0.640319228172302,0,"FBXL22","glucose","chr15",63788340,64288341,"L117"
"8903",8903,0.732483863830566,0,"FBXO5","glucose","chr6",153180867,153680868,"L50"
"8904",8904,0.757991373538971,0,"FCHSD2","glucose","chr11",72205885,73060326,"L102|L103"
"8905",8905,0.502054333686829,0,"FEN1","glucose","chr11",61339481,61839482,"L100"
"8906",8906,0.67719966173172,0,"FFAR4","glucose","chr10",95139083,95639084,"L79"
"8907",8907,0.762839615345001,0,"FIGNL1","glucose","chr7",50254403,51036051,"L60|L61"
"8908",8908,0.529829084873199,0,"FLCN","glucose","chr17",17091469,17591470,"L123"
"8909",8909,0.530648708343506,0,"FLT3","glucose","chr13",28243489,28743490,"L110"
"8910",8910,0.112712197005749,0,"FNDC11","glucose","chr20",61899840,62399841,"L139"
"8911",8911,0.898474514484406,0,"FOXA2","glucose","chr20",22312098,22812099,"L133"
"8912",8912,0.839901864528656,0,"FOXN3","glucose","chr14",89805468,90305469,"L115"
